Symbol,Sector,Daily,Weekly,Monthly
CHAMUNDA.NS,Commercial Services & Supplies,NO,NO,NO
CHANDAN.NS,Healthcare Services,NO,NO,NO
CHAVDA.NS,Construction,NO,NO,NO
CHEMBOND.NS,Chemicals & Petrochemicals,NO,NO,NO
CHEMBONDCH.NS,Chemicals & Petrochemicals,NO,NO,NO
CHEMCON.NS,Chemicals & Petrochemicals,NO,NO,NO
CHEMFAB.NS,Chemicals & Petrochemicals,NO,NO,NO
CHEMPLASTS.NS,Chemicals & Petrochemicals,NO,NO,NO
CHENNPETRO.NS,Petroleum Products,NO,NO,NO
CHETANA.NS,Printing & Publication,NO,NO,NO
CHEVIOT.NS,"Paper, Forest & Jute Products",NO,NO,NO
CHOICEIN.NS,Finance,NO,NO,NO
CHOLAFIN.NS,Finance,NO,NO,NO
CHOLAHLDNG.NS,Finance,NO,NO,NO
CIEINDIA.NS,Auto Components,NO,NO,NO
CIFL.NS,Finance,NO,NO,NO
CIGNITITEC.NS,IT - Services,NO,NO,NO
CINELINE.NS,Entertainment,NO,NO,NO
CINEVISTA.NS,Entertainment,NO,NO,NO
CIPLA.NS,Pharmaceuticals & Biotechnology,NO,NO,NO
CKKRETAIL.NS,Agricultural Food & other Products,NO,NO,NO
CLASSICEIL.NS,Industrial Products,NO,NO,NO
CLCIND.NS,Textiles & Apparels,NO,NO,NO
CLEAN.NS,Chemicals & Petrochemicals,NO,NO,NO
CLEANMAX.NS,Power,NO,NO,NO
CLEDUCATE.NS,Other Consumer Services,NO,NO,NO
CLSEL.NS,Agricultural Food & other Products,NO,NO,NO
CLSL.NS,Fertilizers & Agrochemicals,NO,NO,NO
CMICABLES.NS,Industrial Products,NO,NO,NO
CMNL.NS,Ferrous Metals,NO,NO,NO
CMPDI.NS,Construction,NO,NO,NO
CMRSL.NS,Media,NO,NO,NO
CMSINFO.NS,Commercial Services & Supplies,NO,NO,NO
CNL.NS,Commercial Services & Supplies,NO,NO,NO
COALINDIA.NS,Consumable Fuels,NO,NO,NO
COASTCORP.NS,Food Products,NO,NO,NO
COCHINSHIP.NS,Industrial Manufacturing,NO,NO,NO
COFFEEDAY.NS,Leisure Services,NO,NO,NO
COFORGE.NS,IT - Software,NO,NO,NO
COHANCE.NS,Pharmaceuticals & Biotechnology,NO,NO,NO
COLPAL.NS,Personal Products,NO,NO,NO
COMMITTED.NS,Transport Services,NO,NO,NO
COMPINFO.NS,IT - Hardware,NO,NO,NO
COMPUSOFT.NS,Other Consumer Services,NO,NO,NO
COMSYN.NS,Industrial Products,NO,NO,NO
CONCOR.NS,Transport Services,NO,NO,NO
CONCORDBIO.NS,Pharmaceuticals & Biotechnology,NO,NO,NO
CONFIPET.NS,Gas,NO,NO,NO
CONNPLEX.NS,Entertainment,NO,NO,NO
CONSOFINVT.NS,Finance,NO,NO,NO
CONTI.NS,Commercial Services & Supplies,NO,NO,NO
CONTROLPR.NS,IT - Hardware,NO,NO,NO
COOLCAPS.NS,Industrial Products,NO,NO,NO
CORALFINAC.NS,Commercial Services & Supplies,NO,NO,NO
CORDSCABLE.NS,Industrial Products,NO,NO,NO
COROMANDEL.NS,Fertilizers & Agrochemicals,NO,NO,NO
CORONA.NS,Pharmaceuticals & Biotechnology,NO,NO,NO
COSMOFIRST.NS,Industrial Products,NO,NO,NO
COUNCODOS.NS,Realty,NO,NO,NO
CPCAP.NS,Finance,NO,NO,NO
CPEDU.NS,Other Consumer Services,NO,NO,NO
CPPLUS.NS,Industrial Manufacturing,NO,NO,NO
CPS.NS,Textiles & Apparels,NO,NO,NO
CRAFTSMAN.NS,Auto Components,NO,NO,NO
CRAMC.NS,Capital Markets,NO,NO,NO
CRAYONS.NS,Media,NO,NO,NO
CREATIVEYE.NS,Entertainment,NO,NO,NO
CREDITACC.NS,Finance,NO,NO,NO
CREST.NS,Finance,NO,NO,NO
CRISIL.NS,Finance,NO,NO,NO
CRIZAC.NS,Retailing,NO,NO,NO
CROMPTON.NS,Consumer Durables,NO,NO,NO
CROWN.NS,Industrial Manufacturing,NO,NO,NO
CSBBANK.NS,Banks,NO,NO,NO
CSLFINANCE.NS,Finance,NO,NO,NO
CSSL.NS,Commercial Services & Supplies,NO,NO,NO
CTE.NS,IT - Software,NO,NO,NO
CUB.NS,Banks,NO,NO,NO
CUBEINVIT.NS,Transport Infrastructure,NO,NO,NO
CUBEXTUB.NS,Industrial Products,NO,NO,NO
CUDML.NS,Media,NO,NO,NO
CUMMINSIND.NS,Industrial Products,NO,NO,NO
CUPID.NS,Personal Products,NO,NO,NO
CURAA.NS,IT - Software,NO,NO,NO
CURIS.NS,Pharmaceuticals & Biotechnology,NO,NO,NO
CURRENT.NS,Construction,NO,NO,NO
CYBERMEDIA.NS,Media,NO,NO,NO
CYBERTECH.NS,IT - Software,NO,NO,NO
CYIENT.NS,IT - Services,NO,NO,NO
CYIENTDLM.NS,Industrial Manufacturing,NO,NO,NO
DABUR.NS,Personal Products,NO,NO,NO
DALBHARAT.NS,Cement & Cement Products,NO,NO,NO
DALMIASUG.NS,Agricultural Food & other Products,NO,NO,NO
DAMCAPITAL.NS,Capital Markets,NO,NO,NO
DAMODARIND.NS,Textiles & Apparels,NO,NO,NO
DANGEE.NS,Food Products,NO,NO,NO
DANISH.NS,Electrical Equipment,NO,NO,NO
DATAMATICS.NS,IT - Services,NO,NO,NO
DATAPATTNS.NS,Aerospace & Defense,NO,NO,NO
DAVANGERE.NS,Diversified FMCG,NO,NO,NO
DBCORP.NS,Media,NO,NO,NO
DBEIL.NS,Construction,NO,NO,NO
DBL.NS,Construction,NO,NO,NO
DBOL.NS,Agricultural Food & other Products,NO,NO,NO
DBREALTY.NS,Leisure Services,NO,NO,NO
DBSTOCKBRO.NS,Capital Markets,NO,NO,NO
DCAL.NS,Pharmaceuticals & Biotechnology,NO,NO,NO
DCBBANK.NS,Banks,NO,NO,NO
DCCL.NS,Finance,NO,NO,NO
DCG.NS,Industrial Products,NO,NO,NO
DCI.NS,IT - Hardware,NO,NO,NO
DCM.NS,IT - Services,NO,NO,NO
DCMFINSERV.NS,Finance,NO,NO,NO
DCMNVL.NS,Textiles & Apparels,NO,NO,NO
DCMSHRIRAM.NS,Diversified,NO,NO,NO
DCMSIL.NS,Textiles & Apparels,NO,NO,NO
DCMSRIND.NS,Agricultural Food & other Products,NO,NO,NO
DCW.NS,Chemicals & Petrochemicals,NO,NO,NO
DCXINDIA.NS,Aerospace & Defense,NO,NO,NO
DDEVPLSTIK.NS,Chemicals & Petrochemicals,NO,NO,NO
DECCANCE.NS,Cement & Cement Products,NO,NO,NO
DECCANTRAN.NS,Transport Services,NO,NO,NO
DEEDEV.NS,Industrial Manufacturing,NO,NO,NO
DEEM.NS,Industrial Products,NO,NO,NO
DEEPAKFERT.NS,Chemicals & Petrochemicals,NO,NO,NO
DEEPAKNTR.NS,Chemicals & Petrochemicals,NO,NO,NO
DEEPINDS.NS,Oil,NO,NO,NO
DELAPLEX.NS,IT - Software,NO,NO,NO
DELHIVERY.NS,Transport Services,NO,NO,NO
DELPHIFX.NS,Finance,NO,NO,NO
DELTACORP.NS,Leisure Services,NO,NO,NO
DELTAMAGNT.NS,Industrial Products,NO,NO,NO
DELTIC.NS,Automobiles,NO,NO,NO
DEN.NS,Entertainment,NO,NO,NO
DENEERS.NS,Industrial Products,NO,NO,NO
DENORA.NS,Industrial Products,NO,NO,NO
DENTA.NS,Other Utilities,NO,NO,NO
DENTALKART.NS,Healthcare Equipment & Supplies,NO,NO,NO
DEVIT.NS,IT - Services,NO,NO,NO
DEVX.NS,Commercial Services & Supplies,NO,NO,NO
DEVYANI.NS,Leisure Services,NO,NO,NO
DGCONTENT.NS,Media,NO,NO,NO
DHAMPURSUG.NS,Agricultural Food & other Products,NO,NO,NO
DHANBANK.NS,Banks,NO,NO,NO
DHANLAXMI.NS,Agricultural Food & other Products,NO,NO,NO
DHANUKA.NS,Fertilizers & Agrochemicals,NO,NO,NO
DHARAN.NS,Realty,NO,NO,NO
DHARARAIL.NS,Commercial Services & Supplies,NO,NO,NO
DHARIWAL.NS,Chemicals & Petrochemicals,NO,NO,NO
DHARMAJ.NS,Fertilizers & Agrochemicals,NO,NO,NO
DHRUV.NS,Commercial Services & Supplies,NO,NO,NO
DHTL.NS,Other Consumer Services,NO,NO,NO
DHUNINV.NS,Finance,NO,NO,NO
DIACABS.NS,Electrical Equipment,NO,NO,NO
DIAMINESQ.NS,Chemicals & Petrochemicals,NO,NO,NO
DIAMONDYD.NS,Food Products,NO,NO,NO
DICIND.NS,Chemicals & Petrochemicals,NO,NO,NO
DIFFNKG.NS,Industrial Products,NO,NO,NO
DIGIDRIVE.NS,Retailing,NO,NO,NO
DIGIKORE.NS,Entertainment,NO,NO,NO
DIGISPICE.NS,IT - Services,NO,NO,NO
DIGITIDE.NS,IT - Services,NO,NO,NO
DIGJAMLMTD.NS,Textiles & Apparels,NO,NO,NO
DIL.NS,Leisure Services,NO,NO,NO
DIRL.NS,Realty,NO,NO,NO
DISHTV.NS,Entertainment,NO,NO,NO
DIVGIITTS.NS,Auto Components,NO,NO,NO
DIVINEHIRA.NS,Consumer Durables,NO,NO,NO
DIVISLAB.NS,Pharmaceuticals & Biotechnology,NO,NO,NO
DIVYADHAN.NS,Textiles & Apparels,NO,NO,NO
DIXON.NS,Consumer Durables,NO,NO,NO
DJML.NS,Transport Services,NO,NO,NO
DKEGL.NS,Industrial Products,NO,NO,NO
DLF.NS,Realty,NO,NO,NO
DLINKINDIA.NS,IT - Hardware,NO,NO,NO
DMART.NS,Retailing,NO,NO,NO
DMCC.NS,Chemicals & Petrochemicals,NO,NO,NO
DNAMEDIA.NS,Media,NO,NO,NO
DODLA.NS,Food Products,NO,NO,NO
DOLATALGO.NS,Capital Markets,NO,NO,NO
DOLLAR.NS,Textiles & Apparels,NO,NO,NO
DOLLEX.NS,Agricultural Food & other Products,NO,NO,NO
DOLPHIN.NS,Oil,NO,NO,NO
DOMS.NS,Household Products,NO,NO,NO
DONEAR.NS,Textiles & Apparels,NO,NO,NO
DPABHUSHAN.NS,Consumer Durables,NO,NO,NO
DPEL.NS,Industrial Products,NO,NO,NO
DPSCLTD.NS,Power,NO,NO,NO
DPWIRES.NS,Industrial Products,NO,NO,NO
DRCSYSTEMS.NS,IT - Software,NO,NO,NO
DREAMFOLKS.NS,Transport Infrastructure,NO,NO,NO
DREDGECORP.NS,Engineering Services,NO,NO,NO
DRONE.NS,Other Consumer Services,NO,NO,NO
DRREDDY.NS,Pharmaceuticals & Biotechnology,NO,NO,NO
DRSCARGO.NS,Transport Services,NO,NO,NO
DRSDILIP.NS,Transport Services,NO,NO,NO
DSFCL.NS,Chemicals & Petrochemicals,NO,NO,NO
DSSL.NS,IT - Services,NO,NO,NO
DTIL.NS,Agricultural Food & other Products,NO,NO,NO
DTL.NS,Commercial Services & Supplies,NO,NO,NO
DUCOL.NS,Chemicals & Petrochemicals,NO,NO,NO
DUCON.NS,Industrial Manufacturing,NO,NO,NO
DUGLOBAL.NS,Leisure Services,NO,NO,NO
DURLAX.NS,Consumer Durables,NO,NO,NO
DVL.NS,Diversified,NO,NO,NO
DWARKESH.NS,Agricultural Food & other Products,NO,NO,NO
DYCL.NS,Industrial Products,NO,NO,NO
DYNAMATECH.NS,Industrial Manufacturing,NO,NO,NO
DYNAMIC.NS,Commercial Services & Supplies,NO,NO,NO
DYNPRO.NS,Chemicals & Petrochemicals,NO,NO,NO
E2E.NS,IT - Services,NO,NO,NO
E2ERAIL.NS,Construction,NO,NO,NO
EASEMYTRIP.NS,Leisure Services,NO,NO,NO
EASTSILK.NS,Textiles & Apparels,NO,NO,NO
EBGNG.NS,IT - Hardware,NO,NO,NO
ECLERX.NS,Commercial Services & Supplies,NO,NO,NO
ECOLINE.NS,Industrial Products,NO,NO,NO
ECOSMOBLTY.NS,Transport Services,NO,NO,NO
EDELWEISS.NS,Finance,NO,NO,NO
EDUCOMP.NS,Other Consumer Services,NO,NO,NO
EEPL.NS,Electrical Equipment,NO,NO,NO
EFACTOR.NS,Other Consumer Services,NO,NO,NO
EFCIL.NS,Commercial Services & Supplies,NO,NO,NO
EFFWA.NS,Other Utilities,NO,NO,NO
EFORCE.NS,Electrical Equipment,NO,NO,NO
EICHERMOT.NS,Automobiles,NO,NO,NO
EIDPARRY.NS,Food Products,NO,NO,NO
EIEL.NS,Other Utilities,NO,NO,NO
EIFFL.NS,Food Products,NO,NO,NO
EIHAHOTELS.NS,Leisure Services,NO,NO,NO
EIHOTEL.NS,Leisure Services,NO,NO,NO
EIMCOELECO.NS,Industrial Manufacturing,NO,NO,NO
EKC.NS,Industrial Manufacturing,NO,NO,NO
ELDEHSG.NS,Realty,NO,NO,NO
ELECON.NS,Electrical Equipment,NO,NO,NO
ELECTCAST.NS,Industrial Products,NO,NO,NO
ELECTHERM.NS,Industrial Products,NO,NO,NO
ELGIEQUIP.NS,Industrial Products,NO,NO,NO
ELGIRUBCO.NS,Industrial Products,NO,NO,NO
ELGNZ.NS,Commercial Services & Supplies,NO,NO,NO
ELIN.NS,Consumer Durables,NO,NO,NO
ELLEN.NS,Chemicals & Petrochemicals,NO,NO,NO
EMAMILTD.NS,Personal Products,NO,NO,NO
EMAMIPAP.NS,"Paper, Forest & Jute Products",NO,NO,NO
EMAMIREAL.NS,Realty,NO,NO,NO
EMAPARTNER.NS,Commercial Services & Supplies,NO,NO,NO
EMBASSY.NS,Realty,NO,NO,NO
EMBDL.NS,Realty,NO,NO,NO
EMCURE.NS,Pharmaceuticals & Biotechnology,NO,NO,NO
EMIL.NS,Retailing,NO,NO,NO
EMKAY.NS,Capital Markets,NO,NO,NO
EMKAYTOOLS.NS,Industrial Manufacturing,NO,NO,NO
EMMBI.NS,Industrial Products,NO,NO,NO
EMMIL.NS,Industrial Manufacturing,NO,NO,NO
EMMVEE.NS,Electrical Equipment,NO,NO,NO
EMSLIMITED.NS,Other Utilities,NO,NO,NO
EMUDHRA.NS,IT - Services,NO,NO,NO
ENCOMPAS.NS,Commercial Services & Supplies,NO,NO,NO
ENDURANCE.NS,Auto Components,NO,NO,NO
ENERGYDEV.NS,Power,NO,NO,NO
ENFUSE.NS,IT - Services,NO,NO,NO
ENGINERSIN.NS,Construction,NO,NO,NO
ENIL.NS,Entertainment,NO,NO,NO
ENRIN.NS,Electrical Equipment,NO,NO,NO
ENSER.NS,IT - Services,NO,NO,NO
ENTERO.NS,Retailing,NO,NO,NO
ENVIRO.NS,Industrial Products,NO,NO,NO
EPACK.NS,Consumer Durables,NO,NO,NO
EPACKPEB.NS,Industrial Manufacturing,NO,NO,NO
EPIGRAL.NS,Chemicals & Petrochemicals,NO,NO,NO
EPL.NS,Industrial Products,NO,NO,NO
EPWINDIA.NS,IT - Hardware,NO,NO,NO
EQUIPPP.NS,IT - Software,NO,NO,NO
EQUITASBNK.NS,Banks,NO,NO,NO
ERIS.NS,Pharmaceuticals & Biotechnology,NO,NO,NO
ESABINDIA.NS,Industrial Products,NO,NO,NO
ESAFSFB.NS,Banks,NO,NO,NO
ESCONET.NS,IT - Hardware,NO,NO,NO
ESCORTS.NS,"Agricultural, Commercial & Construction Vehicles",NO,NO,NO
ESFL.NS,Consumer Durables,NO,NO,NO
ESPRIT.NS,Consumer Durables,NO,NO,NO
ESSARSHPNG.NS,Transport Services,NO,NO,NO
ESSENTIA.NS,Commercial Services & Supplies,NO,NO,NO
ESTER.NS,Industrial Products,NO,NO,NO
ETERNAL.NS,Retailing,NO,NO,NO
ETHOSLTD.NS,Consumer Durables,NO,NO,NO
ETL.NS,Industrial Manufacturing,NO,NO,NO
ETML.NS,Auto Components,NO,NO,NO
EUREKAFORB.NS,Consumer Durables,NO,NO,NO
EUROBOND.NS,Industrial Products,NO,NO,NO
EUROPRATIK.NS,Consumer Durables,NO,NO,NO
EUROTEXIND.NS,Textiles & Apparels,NO,NO,NO
EVEREADY.NS,Household Products,NO,NO,NO
EVERESTIND.NS,Other Construction Materials,NO,NO,NO
EXCELINDUS.NS,Chemicals & Petrochemicals,NO,NO,NO
EXCELLENT.NS,Industrial Products,NO,NO,NO
EXCELSOFT.NS,IT - Services,NO,NO,NO
EXICOM.NS,Electrical Equipment,NO,NO,NO
EXIDEIND.NS,Auto Components,NO,NO,NO
EXIMROUTES.NS,"Paper, Forest & Jute Products",NO,NO,NO
EXPLEOSOL.NS,IT - Services,NO,NO,NO
EXXARO.NS,Consumer Durables,NO,NO,NO
FAALCON.NS,Industrial Manufacturing,NO,NO,NO
FABTECH.NS,Healthcare Services,NO,NO,NO
FACT.NS,Fertilizers & Agrochemicals,NO,NO,NO
FAIRCHEMOR.NS,Chemicals & Petrochemicals,NO,NO,NO
FALCONTECH.NS,Commercial Services & Supplies,NO,NO,NO
FAZE3Q.NS,Textiles & Apparels,NO,NO,NO
FCL.NS,Chemicals & Petrochemicals,NO,NO,NO
FCONSUMER.NS,Retailing,NO,NO,NO
FCSSOFT.NS,IT - Services,NO,NO,NO
FDC.NS,Pharmaceuticals & Biotechnology,NO,NO,NO
FEDERALBNK.NS,Banks,NO,NO,NO
FEDFINA.NS,Finance,NO,NO,NO
FEL.NS,Retailing,NO,NO,NO
FELDVR.NS,Retailing,NO,NO,NO
FELIX.NS,Other Utilities,NO,NO,NO
FIBERWEB.NS,Textiles & Apparels,NO,NO,NO
FIDEL.NS,IT - Software,NO,NO,NO
FIEMIND.NS,Auto Components,NO,NO,NO
FILATEX.NS,Textiles & Apparels,NO,NO,NO
FILATFASH.NS,Textiles & Apparels,NO,NO,NO
FINBUD.NS,Financial Technology (Fintech),NO,NO,NO
FINCABLES.NS,Industrial Products,NO,NO,NO
FINEORG.NS,Chemicals & Petrochemicals,NO,NO,NO
FINKURVE.NS,Finance,NO,NO,NO
FINOPB.NS,Banks,NO,NO,NO
FINPIPE.NS,Industrial Products,NO,NO,NO
FIRSTCRY.NS,Retailing,NO,NO,NO
FISCHER.NS,Healthcare Equipment & Supplies,NO,NO,NO
FIVESTAR.NS,Finance,NO,NO,NO
FLAIR.NS,Household Products,NO,NO,NO
FLEXITUFF.NS,Textiles & Apparels,NO,NO,NO
FLFL.NS,Retailing,NO,NO,NO
FLUOROCHEM.NS,Chemicals & Petrochemicals,NO,NO,NO
FLYSBS.NS,Transport Services,NO,NO,NO
FMGOETZE.NS,Auto Components,NO,NO,NO
FMNL.NS,Commercial Services & Supplies,NO,NO,NO
FOCE.NS,Consumer Durables,NO,NO,NO
FOCUS.NS,Consumer Durables,NO,NO,NO
FONEBOX.NS,Retailing,NO,NO,NO
FOODSIN.NS,Food Products,NO,NO,NO
FORCAS.NS,Textiles & Apparels,NO,NO,NO
FORCEMOT.NS,Automobiles,NO,NO,NO
FORGEAUTO.NS,Auto Components,NO,NO,NO
FORTIS.NS,Healthcare Services,NO,NO,NO
FOSECOIND.NS,Chemicals & Petrochemicals,NO,NO,NO
FRACTAL.NS,IT - Software,NO,NO,NO
FRESHARA.NS,Food Products,NO,NO,NO
FROG.NS,Telecom - Equipment & Accessories,NO,NO,NO
FSL.NS,Commercial Services & Supplies,NO,NO,NO
FUSION.NS,Finance,NO,NO,NO
FWSTC.NS,Other Consumer Services,NO,NO,NO
GABRIEL.NS,Auto Components,NO,NO,NO
GAEL.NS,Agricultural Food & other Products,NO,NO,NO
GAIL.NS,Gas,NO,NO,NO
GAJANAND.NS,Textiles & Apparels,NO,NO,NO
GALAPREC.NS,Industrial Manufacturing,NO,NO,NO
GALAXYSURF.NS,Chemicals & Petrochemicals,NO,NO,NO
GALLANTT.NS,Industrial Products,NO,NO,NO
GANDHAR.NS,Petroleum Products,NO,NO,NO
GANDHITUBE.NS,Industrial Products,NO,NO,NO
GANECOS.NS,Textiles & Apparels,NO,NO,NO
GANESHBE.NS,Oil,NO,NO,NO
GANESHCP.NS,Food Products,NO,NO,NO
GANESHHOU.NS,Realty,NO,NO,NO
GANESHIN.NS,Construction,NO,NO,NO
GANGABATH.NS,Consumer Durables,NO,NO,NO
GANGAFORGE.NS,Industrial Products,NO,NO,NO
GANGESSECU.NS,Agricultural Food & other Products,NO,NO,NO
GARFIBRES.NS,Textiles & Apparels,NO,NO,NO
GARUDA.NS,Construction,NO,NO,NO
GATECH.NS,Finance,NO,NO,NO
GATECHDVR.NS,Finance,NO,NO,NO
GATEWAY.NS,Transport Services,NO,NO,NO
GAUDIUMIVF.NS,Healthcare Services,NO,NO,NO
GAYAHWS.NS,Transport Infrastructure,NO,NO,NO
GAYAPROJ.NS,Construction,NO,NO,NO
GCHOTELS.NS,Leisure Services,NO,NO,NO
GCSL.NS,Capital Markets,NO,NO,NO
GEECEE.NS,Realty,NO,NO,NO
GEEKAYWIRE.NS,Industrial Products,NO,NO,NO
GEMAROMA.NS,Chemicals & Petrochemicals,NO,NO,NO
GENCON.NS,Realty,NO,NO,NO
GENESYS.NS,IT - Services,NO,NO,NO
GENSOL.NS,Electrical Equipment,NO,NO,NO
GENUSPAPER.NS,"Paper, Forest & Jute Products",NO,NO,NO
GENUSPOWER.NS,Electrical Equipment,NO,NO,NO
GEOJITFSL.NS,Capital Markets,NO,NO,NO
GESHIP.NS,Transport Services,NO,NO,NO
GFLLIMITED.NS,Finance,NO,NO,NO
GFSTEELS.NS,Industrial Products,NO,NO,NO
GGBL.NS,Electrical Equipment,NO,NO,NO
GHCL.NS,Chemicals & Petrochemicals,NO,NO,NO
GHCLTEXTIL.NS,Textiles & Apparels,NO,NO,NO
GICHSGFIN.NS,Finance,NO,NO,NO
GICL.NS,Transport Services,NO,NO,NO
GICRE.NS,Insurance,NO,NO,NO
GILLANDERS.NS,Agricultural Food & other Products,NO,NO,NO
GILLETTE.NS,Personal Products,NO,NO,NO
GINNIFILA.NS,Textiles & Apparels,NO,NO,NO
GIPCL.NS,Power,NO,NO,NO
GIRIRAJ.NS,Construction,NO,NO,NO
GJL.NS,Consumer Durables,NO,NO,NO
GKENERGY.NS,Construction,NO,NO,NO
GKSL.NS,Healthcare Services,NO,NO,NO
GKWLIMITED.NS,Finance,NO,NO,NO
GLAND.NS,Pharmaceuticals & Biotechnology,NO,NO,NO
GLAXO.NS,Pharmaceuticals & Biotechnology,NO,NO,NO
GLENMARK.NS,Pharmaceuticals & Biotechnology,NO,NO,NO
GLFL.NS,Finance,NO,NO,NO
GLOBAL.NS,Other Consumer Services,NO,NO,NO
GLOBALE.NS,Textiles & Apparels,NO,NO,NO
GLOBALPET.NS,Industrial Manufacturing,NO,NO,NO
GLOBALVECT.NS,Transport Services,NO,NO,NO
GLOBE.NS,Textiles & Apparels,NO,NO,NO
GLOBECIVIL.NS,Construction,NO,NO,NO
GLOBUSSPR.NS,Beverages,NO,NO,NO
GLOSTERLTD.NS,"Paper, Forest & Jute Products",NO,NO,NO
GLOTTIS.NS,Transport Services,NO,NO,NO
GMBREW.NS,Beverages,NO,NO,NO
GMDCLTD.NS,Minerals & Mining,NO,NO,NO
GML.NS,Healthcare Equipment & Supplies,NO,NO,NO
GMMPFAUDLR.NS,Industrial Manufacturing,NO,NO,NO
GMRAIRPORT.NS,Transport Infrastructure,NO,NO,NO
GMRP&UI.NS,Power,NO,NO,NO
GNA.NS,Auto Components,NO,NO,NO
GNFC.NS,Chemicals & Petrochemicals,NO,NO,NO
GOACARBON.NS,Minerals & Mining,NO,NO,NO
GOCLCORP.NS,Chemicals & Petrochemicals,NO,NO,NO
GOCOLORS.NS,Retailing,NO,NO,NO
GODAVARIB.NS,Diversified FMCG,NO,NO,NO
GODFRYPHLP.NS,Cigarettes & Tobacco Products,NO,NO,NO
GODIGIT.NS,Insurance,NO,NO,NO
GODREJAGRO.NS,Food Products,NO,NO,NO
GODREJCP.NS,Personal Products,NO,NO,NO
GODREJIND.NS,Diversified,NO,NO,NO
GODREJPROP.NS,Realty,NO,NO,NO
GOKEX.NS,Textiles & Apparels,NO,NO,NO
GOKUL.NS,Agricultural Food & other Products,NO,NO,NO
GOKULAGRO.NS,Agricultural Food & other Products,NO,NO,NO
GOLDENTOBC.NS,Realty,NO,NO,NO
GOLDIAM.NS,Consumer Durables,NO,NO,NO
GOLDKART.NS,Consumer Durables,NO,NO,NO
GOLDSTAR.NS,Auto Components,NO,NO,NO
GOLDTECH.NS,IT - Software,NO,NO,NO
GOODLUCK.NS,Industrial Products,NO,NO,NO
GOODYEAR.NS,Auto Components,NO,NO,NO
GOPAL.NS,Food Products,NO,NO,NO
GOYALALUM.NS,Commercial Services & Supplies,NO,NO,NO
GOYALSALT.NS,Food Products,NO,NO,NO
GPECO.NS,Electrical Equipment,NO,NO,NO
GPIL.NS,Industrial Products,NO,NO,NO
GPPL.NS,Transport Infrastructure,NO,NO,NO
GPTHEALTH.NS,Healthcare Services,NO,NO,NO
GPTINFRA.NS,Construction,NO,NO,NO
GRANULES.NS,Pharmaceuticals & Biotechnology,NO,NO,NO
GRAPHISAD.NS,Media,NO,NO,NO
GRAPHITE.NS,Industrial Products,NO,NO,NO
GRASIM.NS,Cement & Cement Products,NO,NO,NO
GRAUWEIL.NS,Chemicals & Petrochemicals,NO,NO,NO
GRAVITA.NS,Minerals & Mining,NO,NO,NO
GRCL.NS,Industrial Products,NO,NO,NO
GREAVESCOT.NS,Industrial Products,NO,NO,NO
GREENCHEF.NS,Consumer Durables,NO,NO,NO
GREENLAM.NS,Consumer Durables,NO,NO,NO
GREENLEAF.NS,Other Utilities,NO,NO,NO
GREENPANEL.NS,Consumer Durables,NO,NO,NO
GREENPLY.NS,Consumer Durables,NO,NO,NO
GREENPOWER.NS,Power,NO,NO,NO
GRETEX.NS,Entertainment,NO,NO,NO
GRINDWELL.NS,Industrial Products,NO,NO,NO
GRINFRA.NS,Construction,NO,NO,NO
GRMOVER.NS,Agricultural Food & other Products,NO,NO,NO
GROBTEA.NS,Agricultural Food & other Products,NO,NO,NO
GROWW.NS,Capital Markets,NO,NO,NO
GRPLTD.NS,Industrial Products,NO,NO,NO
GRSE.NS,Aerospace & Defense,NO,NO,NO
GRWRHITECH.NS,Industrial Products,NO,NO,NO
GSFC.NS,Fertilizers & Agrochemicals,NO,NO,NO
GSLSU.NS,Consumer Durables,NO,NO,NO
GSMFOILS.NS,Industrial Products,NO,NO,NO
GSPCROP.NS,Fertilizers & Agrochemicals,NO,NO,NO
GSPL.NS,Gas,NO,NO,NO
GSS.NS,IT - Services,NO,NO,NO
GSTL.NS,IT - Services,NO,NO,NO
GTECJAINX.NS,Other Consumer Services,NO,NO,NO
GTL.NS,Telecom - Services,NO,NO,NO
GTLINFRA.NS,Telecom - Services,NO,NO,NO
GTPL.NS,Entertainment,NO,NO,NO
GUFICBIO.NS,Pharmaceuticals & Biotechnology,NO,NO,NO
GUJALKALI.NS,Chemicals & Petrochemicals,NO,NO,NO
GUJAPOLLO.NS,Industrial Manufacturing,NO,NO,NO
GUJGASLTD.NS,Gas,NO,NO,NO
GUJRAFFIA.NS,Industrial Products,NO,NO,NO
GUJTHEM.NS,Pharmaceuticals & Biotechnology,NO,NO,NO
GULFOILLUB.NS,Petroleum Products,NO,NO,NO
GULFPETRO.NS,Petroleum Products,NO,NO,NO
GULPOLY.NS,Agricultural Food & other Products,NO,NO,NO
GURUNANAK.NS,"Agricultural, Commercial & Construction Vehicles",NO,NO,NO
GVKPIL.NS,Construction,NO,NO,NO
GVPIL.NS,Electrical Equipment,NO,NO,NO
GVPTECH.NS,IT - Software,NO,NO,NO
GVT&D.NS,Electrical Equipment,NO,NO,NO
HAL.NS,Aerospace & Defense,NO,NO,NO
HALDER.NS,Agricultural Food & other Products,NO,NO,NO
HALEOSLABS.NS,Pharmaceuticals & Biotechnology,NO,NO,NO
HAPPSTMNDS.NS,IT - Software,NO,NO,NO
HAPPYFORGE.NS,Industrial Products,NO,NO,NO
