Symbol,Sector,Daily,Weekly,Monthly
MANOMAY.NS,Textiles & Apparels,NO,NO,NO
MANORAMA.NS,Food Products,NO,NO,NO
MANORG.NS,Chemicals & Petrochemicals,NO,NO,NO
MANUGRAPH.NS,Industrial Manufacturing,NO,NO,NO
MANYAVAR.NS,Retailing,NO,NO,NO
MAPMYINDIA.NS,IT - Software,NO,NO,NO
MARALOVER.NS,Textiles & Apparels,NO,NO,NO
MARATHON.NS,Realty,NO,NO,NO
MARC.NS,Commercial Services & Supplies,NO,NO,NO
MARCO.NS,Industrial Products,NO,NO,NO
MARICO.NS,Agricultural Food & other Products,NO,NO,NO
MARINE.NS,Industrial Manufacturing,NO,NO,NO
MARINETRAN.NS,Transport Services,NO,NO,NO
MARKOLINES.NS,Construction,NO,NO,NO
MARKSANS.NS,Pharmaceuticals & Biotechnology,NO,NO,NO
MARSONS.NS,Electrical Equipment,NO,NO,NO
MARUSHIKA.NS,IT - Hardware,NO,NO,NO
MARUTI.NS,Automobiles,NO,NO,NO
MASFIN.NS,Finance,NO,NO,NO
MASKINVEST.NS,Finance,NO,NO,NO
MASON.NS,Realty,NO,NO,NO
MASTEK.NS,IT - Software,NO,NO,NO
MASTER.NS,Industrial Products,NO,NO,NO
MASTERTR.NS,Capital Markets,NO,NO,NO
MATRIMONY.NS,Retailing,NO,NO,NO
MAWANASUG.NS,Agricultural Food & other Products,NO,NO,NO
MAXESTATES.NS,Realty,NO,NO,NO
MAXHEALTH.NS,Healthcare Services,NO,NO,NO
MAXIND.NS,Finance,NO,NO,NO
MAXPOSURE.NS,Entertainment,NO,NO,NO
MAXVOLT.NS,Auto Components,NO,NO,NO
MAYASHEEL.NS,Construction,NO,NO,NO
MAYURUNIQ.NS,Consumer Durables,NO,NO,NO
MAZDA.NS,Industrial Manufacturing,NO,NO,NO
MAZDOCK.NS,Industrial Manufacturing,NO,NO,NO
MBAPL.NS,Fertilizers & Agrochemicals,NO,NO,NO
MBEL.NS,Construction,NO,NO,NO
MBLINFRA.NS,Construction,NO,NO,NO
MCL.NS,Industrial Products,NO,NO,NO
MCLEODRUSS.NS,Agricultural Food & other Products,NO,NO,NO
MCLOUD.NS,IT - Software,NO,NO,NO
MCON.NS,Other Construction Materials,NO,NO,NO
MCX.NS,Capital Markets,NO,NO,NO
MDL.NS,Consumer Durables,NO,NO,NO
MEDANTA.NS,Healthcare Services,NO,NO,NO
MEDIASSIST.NS,Insurance,NO,NO,NO
MEDICAMEQ.NS,Pharmaceuticals & Biotechnology,NO,NO,NO
MEDICO.NS,Pharmaceuticals & Biotechnology,NO,NO,NO
MEDIORG.NS,Pharmaceuticals & Biotechnology,NO,NO,NO
MEDISTEP.NS,Personal Products,NO,NO,NO
MEDPLUS.NS,Retailing,NO,NO,NO
MEESHO.NS,Retailing,NO,NO,NO
MEGAFLEX.NS,Industrial Products,NO,NO,NO
MEGASTAR.NS,Food Products,NO,NO,NO
MEGATHERM.NS,Industrial Products,NO,NO,NO
MEIL.NS,Electrical Equipment,NO,NO,NO
MENONBE.NS,Auto Components,NO,NO,NO
MEP.NS,Transport Infrastructure,NO,NO,NO
METROBRAND.NS,Consumer Durables,NO,NO,NO
METROPOLIS.NS,Healthcare Services,NO,NO,NO
MFML.NS,Textiles & Apparels,NO,NO,NO
MFSL.NS,Insurance,NO,NO,NO
MGEL.NS,Agricultural Food & other Products,NO,NO,NO
MGL.NS,Gas,NO,NO,NO
MGSL.NS,IT - Services,NO,NO,NO
MHHL.NS,Healthcare Equipment & Supplies,NO,NO,NO
MHLXMIRU.NS,Textiles & Apparels,NO,NO,NO
MHRIL.NS,Leisure Services,NO,NO,NO
MICEL.NS,Industrial Products,NO,NO,NO
MICROPRO.NS,IT - Software,NO,NO,NO
MIDHANI.NS,Aerospace & Defense,NO,NO,NO
MIDWESTLTD.NS,Consumer Durables,NO,NO,NO
MIEL.NS,Commercial Services & Supplies,NO,NO,NO
MILTON.NS,Consumer Durables,NO,NO,NO
MINDACORP.NS,Auto Components,NO,NO,NO
MINDSPACE.NS,Realty,NO,NO,NO
MINDTECK.NS,IT - Software,NO,NO,NO
MIRCELECTR.NS,Consumer Durables,NO,NO,NO
MIRZAINT.NS,Consumer Durables,NO,NO,NO
MITCON.NS,Commercial Services & Supplies,NO,NO,NO
MITTAL.NS,Textiles & Apparels,NO,NO,NO
MKPL.NS,Agricultural Food & other Products,NO,NO,NO
MMEL.NS,Commercial Services & Supplies,NO,NO,NO
MMFL.NS,Auto Components,NO,NO,NO
MMP.NS,Non - Ferrous Metals,NO,NO,NO
MMTC.NS,Commercial Services & Supplies,NO,NO,NO
MOBIKWIK.NS,Financial Technology (Fintech),NO,NO,NO
MOBILISE.NS,IT - Software,NO,NO,NO
MODINATUR.NS,Agricultural Food & other Products,NO,NO,NO
MODIRUBBER.NS,Auto Components,NO,NO,NO
MODIS.NS,Realty,NO,NO,NO
MODISONLTD.NS,Electrical Equipment,NO,NO,NO
MODTHREAD.NS,Textiles & Apparels,NO,NO,NO
MOHITIND.NS,Textiles & Apparels,NO,NO,NO
MOIL.NS,Minerals & Mining,NO,NO,NO
MOKSH.NS,Consumer Durables,NO,NO,NO
MOL.NS,Fertilizers & Agrochemicals,NO,NO,NO
MOLDTECH.NS,Construction,NO,NO,NO
MOLDTKPAC.NS,Industrial Products,NO,NO,NO
MONARCH.NS,Capital Markets,NO,NO,NO
MONEYBOXX.NS,Finance,NO,NO,NO
MONOLITH.NS,Industrial Products,NO,NO,NO
MONOPHARMA.NS,Pharmaceuticals & Biotechnology,NO,NO,NO
MONTECARLO.NS,Textiles & Apparels,NO,NO,NO
MORARJEE.NS,Textiles & Apparels,NO,NO,NO
MOREPENLAB.NS,Pharmaceuticals & Biotechnology,NO,NO,NO
MOS.NS,Financial Technology (Fintech),NO,NO,NO
MOSCHIP.NS,IT - Hardware,NO,NO,NO
MOTHERSON.NS,Auto Components,NO,NO,NO
MOTILALOFS.NS,Capital Markets,NO,NO,NO
MOTISONS.NS,Consumer Durables,NO,NO,NO
MOTOGENFIN.NS,Commercial Services & Supplies,NO,NO,NO
MOXSH.NS,Other Consumer Services,NO,NO,NO
MPEL.NS,Industrial Products,NO,NO,NO
MPHASIS.NS,IT - Software,NO,NO,NO
MPSLTD.NS,Other Consumer Services,NO,NO,NO
MRF.NS,Auto Components,NO,NO,NO
MRIL.NS,Construction,NO,NO,NO
MRPL.NS,Petroleum Products,NO,NO,NO
MSPL.NS,Industrial Products,NO,NO,NO
MSTCLTD.NS,Commercial Services & Supplies,NO,NO,NO
MSUMI.NS,Auto Components,NO,NO,NO
MTARTECH.NS,Aerospace & Defense,NO,NO,NO
MTEDUCARE.NS,Other Consumer Services,NO,NO,NO
MTNL.NS,Telecom - Services,NO,NO,NO
MUFIN.NS,Finance,NO,NO,NO
MUFTI.NS,Retailing,NO,NO,NO
MUKANDLTD.NS,Ferrous Metals,NO,NO,NO
MUKKA.NS,Food Products,NO,NO,NO
MUKTAARTS.NS,Entertainment,NO,NO,NO
MUNISH.NS,Industrial Products,NO,NO,NO
MUNJALAU.NS,Auto Components,NO,NO,NO
MUNJALSHOW.NS,Auto Components,NO,NO,NO
MURUDCERA.NS,Consumer Durables,NO,NO,NO
MUTHOOTCAP.NS,Finance,NO,NO,NO
MUTHOOTFIN.NS,Finance,NO,NO,NO
MUTHOOTMF.NS,Finance,NO,NO,NO
MVGJL.NS,Consumer Durables,NO,NO,NO
MVKAGRO.NS,Agricultural Food & other Products,NO,NO,NO
MWL.NS,Metals & Minerals Trading,NO,NO,NO
MYMUDRA.NS,Finance,NO,NO,NO
NACLIND.NS,Fertilizers & Agrochemicals,NO,NO,NO
NAGAFERT.NS,Fertilizers & Agrochemicals,NO,NO,NO
NAGREEKCAP.NS,Finance,NO,NO,NO
NAGREEKEXP.NS,Textiles & Apparels,NO,NO,NO
NAHARCAP.NS,Finance,NO,NO,NO
NAHARINDUS.NS,Textiles & Apparels,NO,NO,NO
NAHARPOLY.NS,Industrial Products,NO,NO,NO
NAHARSPING.NS,Textiles & Apparels,NO,NO,NO
NAMAN.NS,Consumer Durables,NO,NO,NO
NAM-INDIA.NS,Capital Markets,NO,NO,NO
NAMOEWASTE.NS,Other Utilities,NO,NO,NO
NARMADA.NS,Food Products,NO,NO,NO
NATCAPSUQ.NS,Pharmaceuticals & Biotechnology,NO,NO,NO
NATCOPHARM.NS,Pharmaceuticals & Biotechnology,NO,NO,NO
NATHBIOGEN.NS,Agricultural Food & other Products,NO,NO,NO
NATIONALUM.NS,Non - Ferrous Metals,NO,NO,NO
NAUKRI.NS,Retailing,NO,NO,NO
NAVA.NS,Power,NO,NO,NO
NAVINFLUOR.NS,Chemicals & Petrochemicals,NO,NO,NO
NAVKARCORP.NS,Transport Services,NO,NO,NO
NAVKARURB.NS,Construction,NO,NO,NO
NAVNETEDUL.NS,Printing & Publication,NO,NO,NO
NAZARA.NS,Entertainment,NO,NO,NO
NBCC.NS,Construction,NO,NO,NO
NBIFIN.NS,Finance,NO,NO,NO
NCC.NS,Construction,NO,NO,NO
NCLIND.NS,Cement & Cement Products,NO,NO,NO
NDGL.NS,Finance,NO,NO,NO
NDL.NS,Textiles & Apparels,NO,NO,NO
NDLVENTURE.NS,Finance,NO,NO,NO
NDRAUTO.NS,Auto Components,NO,NO,NO
NDRINVIT.NS,Commercial Services & Supplies,NO,NO,NO
NDTV.NS,Entertainment,NO,NO,NO
NECCLTD.NS,Transport Services,NO,NO,NO
NECLIFE.NS,Pharmaceuticals & Biotechnology,NO,NO,NO
NEELAM.NS,Textiles & Apparels,NO,NO,NO
NELCAST.NS,Industrial Products,NO,NO,NO
NELCO.NS,IT - Hardware,NO,NO,NO
NEOCHEM.NS,Chemicals & Petrochemicals,NO,NO,NO
NEOGEN.NS,Chemicals & Petrochemicals,NO,NO,NO
NEPHROCARE.NS,Healthcare Services,NO,NO,NO
NEPHROPLUS.NS,Healthcare Services,NO,NO,NO
NEPTUNE.NS,Chemicals & Petrochemicals,NO,NO,NO
NESCO.NS,Commercial Services & Supplies,NO,NO,NO
NESTLEIND.NS,Food Products,NO,NO,NO
NETWEB.NS,IT - Services,NO,NO,NO
NETWORK18.NS,Entertainment,NO,NO,NO
NEUEON.NS,Electrical Equipment,NO,NO,NO
NEULANDLAB.NS,Pharmaceuticals & Biotechnology,NO,NO,NO
NEWGEN.NS,IT - Software,NO,NO,NO
NEWJAISA.NS,IT - Hardware,NO,NO,NO
NEXTMEDIA.NS,Entertainment,NO,NO,NO
NFL.NS,Fertilizers & Agrochemicals,NO,NO,NO
NGIL.NS,Food Products,NO,NO,NO
NGLFINE.NS,Pharmaceuticals & Biotechnology,NO,NO,NO
NH.NS,Healthcare Services,NO,NO,NO
NHIT.NS,Transport Infrastructure,NO,NO,NO
NHPC.NS,Power,NO,NO,NO
NIACL.NS,Insurance,NO,NO,NO
NIBE.NS,Aerospace & Defense,NO,NO,NO
NIBL.NS,Industrial Products,NO,NO,NO
NIDAN.NS,Healthcare Services,NO,NO,NO
NIITLTD.NS,Other Consumer Services,NO,NO,NO
NIITMTS.NS,Other Consumer Services,NO,NO,NO
NIKITA.NS,"Paper, Forest & Jute Products",NO,NO,NO
NILAINFRA.NS,Realty,NO,NO,NO
NILASPACES.NS,Realty,NO,NO,NO
NILKAMAL.NS,Consumer Durables,NO,NO,NO
NIMBSPROJ.NS,Realty,NO,NO,NO
NINSYS.NS,IT - Software,NO,NO,NO
NIPPOBATRY.NS,Household Products,NO,NO,NO
NIRAJ.NS,Construction,NO,NO,NO
NIRAJISPAT.NS,Consumer Durables,NO,NO,NO
NIRMAN.NS,Agricultural Food & other Products,NO,NO,NO
NITCO.NS,Consumer Durables,NO,NO,NO
NITINSPIN.NS,Textiles & Apparels,NO,NO,NO
NITIRAJ.NS,Consumer Durables,NO,NO,NO
NIVABUPA.NS,Insurance,NO,NO,NO
NKIND.NS,Agricultural Food & other Products,NO,NO,NO
NLCINDIA.NS,Power,NO,NO,NO
NMDC.NS,Minerals & Mining,NO,NO,NO
NMSTEEL.NS,Industrial Products,NO,NO,NO
NOCIL.NS,Chemicals & Petrochemicals,NO,NO,NO
NOIDATOLL.NS,Transport Infrastructure,NO,NO,NO
NORBTEAEXP.NS,Agricultural Food & other Products,NO,NO,NO
NORTHARC.NS,Finance,NO,NO,NO
NOVAAGRI.NS,Fertilizers & Agrochemicals,NO,NO,NO
NOVARTIND.NS,Pharmaceuticals & Biotechnology,NO,NO,NO
NPST.NS,IT - Services,NO,NO,NO
NRAIL.NS,"Paper, Forest & Jute Products",NO,NO,NO
NRBBEARING.NS,Auto Components,NO,NO,NO
NRL.NS,Metals & Minerals Trading,NO,NO,NO
NRVANDANA.NS,Textiles & Apparels,NO,NO,NO
NSIL.NS,Finance,NO,NO,NO
NSLNISP.NS,Ferrous Metals,NO,NO,NO
NTPC.NS,Power,NO,NO,NO
NTPCGREEN.NS,Power,NO,NO,NO
NUCLEUS.NS,IT - Software,NO,NO,NO
NURECA.NS,Healthcare Equipment & Supplies,NO,NO,NO
NUVAMA.NS,Capital Markets,NO,NO,NO
NUVOCO.NS,Cement & Cement Products,NO,NO,NO
NXST.NS,Realty,NO,NO,NO
NYKAA.NS,Retailing,NO,NO,NO
OAL.NS,Chemicals & Petrochemicals,NO,NO,NO
OBCL.NS,Transport Services,NO,NO,NO
OBEROIRLTY.NS,Realty,NO,NO,NO
OBSCP.NS,Auto Components,NO,NO,NO
OCCLLTD.NS,Chemicals & Petrochemicals,NO,NO,NO
ODIGMA.NS,IT - Services,NO,NO,NO
OFSS.NS,IT - Software,NO,NO,NO
OIL.NS,Oil,NO,NO,NO
OILCOUNTUB.NS,Oil,NO,NO,NO
OLAELEC.NS,Automobiles,NO,NO,NO
OLECTRA.NS,Automobiles,NO,NO,NO
OLIL.NS,Transport Services,NO,NO,NO
OMAXAUTO.NS,Auto Components,NO,NO,NO
OMAXE.NS,Realty,NO,NO,NO
OMFREIGHT.NS,Transport Services,NO,NO,NO
OMFURN.NS,Consumer Durables,NO,NO,NO
OMINFRAL.NS,Construction,NO,NO,NO
OMKARCHEM.NS,Chemicals & Petrochemicals,NO,NO,NO
OMNI.NS,Industrial Manufacturing,NO,NO,NO
ONDOOR.NS,Retailing,NO,NO,NO
ONELIFECAP.NS,Capital Markets,NO,NO,NO
ONEPOINT.NS,Commercial Services & Supplies,NO,NO,NO
ONESOURCE.NS,Pharmaceuticals & Biotechnology,NO,NO,NO
ONGC.NS,Oil,NO,NO,NO
ONMOBILE.NS,Media,NO,NO,NO
ONWARDTEC.NS,IT - Services,NO,NO,NO
ONYX.NS,Pharmaceuticals & Biotechnology,NO,NO,NO
OPTIEMUS.NS,Telecom - Equipment & Accessories,NO,NO,NO
OPTIVALUE.NS,IT - Services,NO,NO,NO
ORBTEXP.NS,Textiles & Apparels,NO,NO,NO
ORCHASP.NS,IT - Software,NO,NO,NO
ORCHPHARMA.NS,Pharmaceuticals & Biotechnology,NO,NO,NO
ORIANA.NS,Electrical Equipment,NO,NO,NO
ORICONENT.NS,Industrial Products,NO,NO,NO
ORIENTALTL.NS,Consumer Durables,NO,NO,NO
ORIENTBELL.NS,Consumer Durables,NO,NO,NO
ORIENTCEM.NS,Cement & Cement Products,NO,NO,NO
ORIENTCER.NS,Industrial Products,NO,NO,NO
ORIENTELEC.NS,Consumer Durables,NO,NO,NO
ORIENTHOT.NS,Leisure Services,NO,NO,NO
ORIENTLTD.NS,Industrial Products,NO,NO,NO
ORIENTPPR.NS,"Paper, Forest & Jute Products",NO,NO,NO
ORIENTTECH.NS,IT - Services,NO,NO,NO
ORISSAMINE.NS,Minerals & Mining,NO,NO,NO
ORKLAINDIA.NS,Food Products,NO,NO,NO
ORTEL.NS,Entertainment,NO,NO,NO
ORTINGLOBE.NS,Pharmaceuticals & Biotechnology,NO,NO,NO
OSELDEVICE.NS,Healthcare Equipment & Supplies,NO,NO,NO
OSIAHYPER.NS,Retailing,NO,NO,NO
OSWALAGRO.NS,Commercial Services & Supplies,NO,NO,NO
OSWALGREEN.NS,Finance,NO,NO,NO
OSWALPUMPS.NS,Industrial Products,NO,NO,NO
OSWALSEEDS.NS,Agricultural Food & other Products,NO,NO,NO
OWAIS.NS,Ferrous Metals,NO,NO,NO
PACEDIGITK.NS,Telecom - Services,NO,NO,NO
PADMALAYAT.NS,Entertainment,NO,NO,NO
PAGEIND.NS,Textiles & Apparels,NO,NO,NO
PAISALO.NS,Finance,NO,NO,NO
PAKKA.NS,"Paper, Forest & Jute Products",NO,NO,NO
PALASHSECU.NS,Food Products,NO,NO,NO
PALREDTEC.NS,IT - Services,NO,NO,NO
PANACEABIO.NS,Pharmaceuticals & Biotechnology,NO,NO,NO
PANACHE.NS,IT - Services,NO,NO,NO
PANAMAPET.NS,Petroleum Products,NO,NO,NO
PANSARI.NS,Realty,NO,NO,NO
PAR.NS,Pharmaceuticals & Biotechnology,NO,NO,NO
PARACABLES.NS,Industrial Products,NO,NO,NO
PARADEEP.NS,Fertilizers & Agrochemicals,NO,NO,NO
PARAGMILK.NS,Food Products,NO,NO,NO
PARAGON.NS,Chemicals & Petrochemicals,NO,NO,NO
PARAMATRIX.NS,IT - Software,NO,NO,NO
PARAMOUNT.NS,Textiles & Apparels,NO,NO,NO
PARAMPARA.NS,Industrial Products,NO,NO,NO
PARAS.NS,Aerospace & Defense,NO,NO,NO
PARASPETRO.NS,Finance,NO,NO,NO
PARIN.NS,Consumer Durables,NO,NO,NO
PARKHOSPS.NS,Healthcare Services,NO,NO,NO
PARKHOTELS.NS,Leisure Services,NO,NO,NO
PARSVNATH.NS,Realty,NO,NO,NO
PARTH.NS,Electrical Equipment,NO,NO,NO
PARTYCRUS.NS,Other Consumer Services,NO,NO,NO
PASHUPATI.NS,Textiles & Apparels,NO,NO,NO
PASUPTAC.NS,Chemicals & Petrochemicals,NO,NO,NO
PATANJALI.NS,Agricultural Food & other Products,NO,NO,NO
PATELENG.NS,Construction,NO,NO,NO
PATELRMART.NS,Retailing,NO,NO,NO
PATILAUTOM.NS,Industrial Manufacturing,NO,NO,NO
PATINTLOG.NS,Transport Services,NO,NO,NO
PATTECH.NS,Industrial Products,NO,NO,NO
PAUSHAKLTD.NS,Chemicals & Petrochemicals,NO,NO,NO
PAVNAIND.NS,Auto Components,NO,NO,NO
PAYTM.NS,Financial Technology (Fintech),NO,NO,NO
PCBL.NS,Chemicals & Petrochemicals,NO,NO,NO
PCCL.NS,Minerals & Mining,NO,NO,NO
PCJEWELLER.NS,Consumer Durables,NO,NO,NO
PDMJEPAPER.NS,"Paper, Forest & Jute Products",NO,NO,NO
PDSL.NS,Textiles & Apparels,NO,NO,NO
PEARLPOLY.NS,Consumer Durables,NO,NO,NO
PELATRO.NS,Media,NO,NO,NO
PENIND.NS,Industrial Manufacturing,NO,NO,NO
PENINLAND.NS,Realty,NO,NO,NO
PENTAGON.NS,Industrial Products,NO,NO,NO
PERFECT.NS,Electrical Equipment,NO,NO,NO
PERSISTENT.NS,IT - Software,NO,NO,NO
PETRONET.NS,Gas,NO,NO,NO
PFC.NS,Finance,NO,NO,NO
PFIZER.NS,Pharmaceuticals & Biotechnology,NO,NO,NO
PFOCUS.NS,Entertainment,NO,NO,NO
PFS.NS,Finance,NO,NO,NO
PGEL.NS,Consumer Durables,NO,NO,NO
PGHH.NS,Personal Products,NO,NO,NO
PGHL.NS,Pharmaceuticals & Biotechnology,NO,NO,NO
PGIL.NS,Textiles & Apparels,NO,NO,NO
PGINVIT.NS,Power,NO,NO,NO
PHANTOMFX.NS,Entertainment,NO,NO,NO
PHOENIXLTD.NS,Realty,NO,NO,NO
PHOGLOBAL.NS,Commercial Services & Supplies,NO,NO,NO
PICCADIL.NS,Beverages,NO,NO,NO
PIDILITIND.NS,Chemicals & Petrochemicals,NO,NO,NO
PIGL.NS,Electrical Equipment,NO,NO,NO
PIIND.NS,Fertilizers & Agrochemicals,NO,NO,NO
PILANIINVS.NS,Finance,NO,NO,NO
PILITA.NS,Consumer Durables,NO,NO,NO
PINELABS.NS,Financial Technology (Fintech),NO,NO,NO
PIONEEREMB.NS,Textiles & Apparels,NO,NO,NO
PIRAMALFIN.NS,Finance,NO,NO,NO
PITTIENG.NS,Industrial Manufacturing,NO,NO,NO
PIXTRANS.NS,Industrial Products,NO,NO,NO
PKTEA.NS,Agricultural Food & other Products,NO,NO,NO
PLADAINFO.NS,Commercial Services & Supplies,NO,NO,NO
PLASTIBLEN.NS,Chemicals & Petrochemicals,NO,NO,NO
PLATIND.NS,Chemicals & Petrochemicals,NO,NO,NO
PLAZACABLE.NS,Industrial Products,NO,NO,NO
PNB.NS,Banks,NO,NO,NO
PNBGILTS.NS,Finance,NO,NO,NO
PNBHOUSING.NS,Finance,NO,NO,NO
PNC.NS,Entertainment,NO,NO,NO
PNCINFRA.NS,Construction,NO,NO,NO
PNGJL.NS,Consumer Durables,NO,NO,NO
PNGSREVA.NS,Consumer Durables,NO,NO,NO
POCL.NS,Diversified Metals,NO,NO,NO
PODDARMENT.NS,Chemicals & Petrochemicals,NO,NO,NO
POKARNA.NS,Consumer Durables,NO,NO,NO
POLICYBZR.NS,Financial Technology (Fintech),NO,NO,NO
POLYCAB.NS,Industrial Products,NO,NO,NO
POLYMED.NS,Healthcare Equipment & Supplies,NO,NO,NO
POLYPLEX.NS,Industrial Products,NO,NO,NO
POLYSIL.NS,Industrial Products,NO,NO,NO
PONNIERODE.NS,Agricultural Food & other Products,NO,NO,NO
POONAWALLA.NS,Finance,NO,NO,NO
POSITRON.NS,Commercial Services & Supplies,NO,NO,NO
POWERGRID.NS,Power,NO,NO,NO
POWERICA.NS,Electrical Equipment,NO,NO,NO
POWERINDIA.NS,Electrical Equipment,NO,NO,NO
POWERMECH.NS,Construction,NO,NO,NO
PPAP.NS,Auto Components,NO,NO,NO
PPL.NS,Industrial Products,NO,NO,NO
PPLPHARMA.NS,Pharmaceuticals & Biotechnology,NO,NO,NO
PPSL.NS,Entertainment,NO,NO,NO
PRABHA.NS,Oil,NO,NO,NO
PRAENG.NS,Realty,NO,NO,NO
PRAJIND.NS,Industrial Manufacturing,NO,NO,NO
PRAKASH.NS,Ferrous Metals,NO,NO,NO
PRAKASHSTL.NS,Industrial Products,NO,NO,NO
PRAMARA.NS,Media,NO,NO,NO
PRANIK.NS,Transport Services,NO,NO,NO
PRATHAM.NS,Construction,NO,NO,NO
PRAXIS.NS,Retailing,NO,NO,NO
PRECAM.NS,Auto Components,NO,NO,NO
PRECISION.NS,Auto Components,NO,NO,NO
PRECOT.NS,Textiles & Apparels,NO,NO,NO
PRECWIRE.NS,Industrial Products,NO,NO,NO
PREMEXPLN.NS,Chemicals & Petrochemicals,NO,NO,NO
PREMIER.NS,Industrial Manufacturing,NO,NO,NO
PREMIERENE.NS,Electrical Equipment,NO,NO,NO
PREMIERPOL.NS,Industrial Products,NO,NO,NO
PREMIUM.NS,Auto Components,NO,NO,NO
PRESSTONIC.NS,Industrial Manufacturing,NO,NO,NO
PRESTIGE.NS,Realty,NO,NO,NO
PRICOLLTD.NS,Auto Components,NO,NO,NO
PRIMECAB.NS,Industrial Products,NO,NO,NO
PRIMESECU.NS,Finance,NO,NO,NO
PRIMO.NS,Chemicals & Petrochemicals,NO,NO,NO
PRINCEPIPE.NS,Industrial Products,NO,NO,NO
PRITI.NS,Consumer Durables,NO,NO,NO
PRITIKA.NS,Auto Components,NO,NO,NO
PRITIKAUTO.NS,Auto Components,NO,NO,NO
PRIVISCL.NS,Chemicals & Petrochemicals,NO,NO,NO
PRIZOR.NS,Industrial Manufacturing,NO,NO,NO
PRLIND.NS,Transport Services,NO,NO,NO
PROFX.NS,Consumer Durables,NO,NO,NO
PROLIFE.NS,Chemicals & Petrochemicals,NO,NO,NO
PROPEQUITY.NS,Realty,NO,NO,NO
PROSTARM.NS,Electrical Equipment,NO,NO,NO
PROTEAN.NS,IT - Services,NO,NO,NO
PROV.NS,Food Products,NO,NO,NO
PROZONER.NS,Realty,NO,NO,NO
PRSMJOHNSN.NS,Cement & Cement Products,NO,NO,NO
PRUDENT.NS,Capital Markets,NO,NO,NO
PRUDMOULI.NS,Agricultural Food & other Products,NO,NO,NO
PSB.NS,Banks,NO,NO,NO
PSFL.NS,Industrial Products,NO,NO,NO
PSPPROJECT.NS,Construction,NO,NO,NO
PSRAJ.NS,Industrial Products,NO,NO,NO
PTC.NS,Power,NO,NO,NO
PTCIL.NS,Industrial Products,NO,NO,NO
PTL.NS,Commercial Services & Supplies,NO,NO,NO
PULZ.NS,Consumer Durables,NO,NO,NO
PUNJABCHEM.NS,Fertilizers & Agrochemicals,NO,NO,NO
PURPLEUTED.NS,Textiles & Apparels,NO,NO,NO
PURVA.NS,Realty,NO,NO,NO
PURVFLEXI.NS,Industrial Products,NO,NO,NO
PUSHPA.NS,Consumer Durables,NO,NO,NO
PVP.NS,Realty,NO,NO,NO
PVRINOX.NS,Entertainment,NO,NO,NO
PVSL.NS,Automobiles,NO,NO,NO
PWL.NS,Other Consumer Services,NO,NO,NO
PYRAMID.NS,Industrial Products,NO,NO,NO
QFIL.NS,Industrial Products,NO,NO,NO
QMSMEDI.NS,Healthcare Equipment & Supplies,NO,NO,NO
QPOWER.NS,Electrical Equipment,NO,NO,NO
QUADFUTURE.NS,Industrial Products,NO,NO,NO
QUADPRO.NS,IT - Services,NO,NO,NO
QUESS.NS,Commercial Services & Supplies,NO,NO,NO
QUESTLAB.NS,Pharmaceuticals & Biotechnology,NO,NO,NO
QUICKHEAL.NS,IT - Software,NO,NO,NO
QUICKTOUCH.NS,IT - Software,NO,NO,NO
QUINTEGRA.NS,IT - Software,NO,NO,NO
QVCEL.NS,Ferrous Metals,NO,NO,NO
RACE.NS,Other Utilities,NO,NO,NO
RACLGEAR.NS,Auto Components,NO,NO,NO
RADAAN.NS,Entertainment,NO,NO,NO
RADHIKAJWE.NS,Consumer Durables,NO,NO,NO
RADIANTCMS.NS,Commercial Services & Supplies,NO,NO,NO
RADICO.NS,Beverages,NO,NO,NO
RADIOCITY.NS,Entertainment,NO,NO,NO
RADIOWALLA.NS,Entertainment,NO,NO,NO
RAILTEL.NS,Telecom - Services,NO,NO,NO
RAIN.NS,Chemicals & Petrochemicals,NO,NO,NO
RAINBOW.NS,Healthcare Services,NO,NO,NO
RAJASPETRO.NS,Textiles & Apparels,NO,NO,NO
RAJESHEXPO.NS,Consumer Durables,NO,NO,NO
RAJINDLTD.NS,Industrial Products,NO,NO,NO
RAJMET.NS,Industrial Products,NO,NO,NO
RAJOOENG.NS,Industrial Manufacturing,NO,NO,NO
RAJPUTANA.NS,Chemicals & Petrochemicals,NO,NO,NO
RAJRATAN.NS,Auto Components,NO,NO,NO
RAJRILTD.NS,Textiles & Apparels,NO,NO,NO
RAJSREESUG.NS,Agricultural Food & other Products,NO,NO,NO
RAJTV.NS,Entertainment,NO,NO,NO
RAJVIR.NS,Textiles & Apparels,NO,NO,NO
RALLIS.NS,Fertilizers & Agrochemicals,NO,NO,NO
RAMANEWS.NS,"Paper, Forest & Jute Products",NO,NO,NO
RAMAPHO.NS,Fertilizers & Agrochemicals,NO,NO,NO
RAMASTEEL.NS,Industrial Products,NO,NO,NO
RAMCOCEM.NS,Cement & Cement Products,NO,NO,NO
RAMCOIND.NS,Other Construction Materials,NO,NO,NO
RAMCOSYS.NS,IT - Software,NO,NO,NO
RAMGOPOLY.NS,Commercial Services & Supplies,NO,NO,NO
RAMKY.NS,Construction,NO,NO,NO
RAMRAT.NS,Electrical Equipment,NO,NO,NO
RANASUG.NS,Agricultural Food & other Products,NO,NO,NO
RANEHOLDIN.NS,Finance,NO,NO,NO
RAPIDFLEET.NS,Transport Services,NO,NO,NO
RAPPID.NS,Industrial Products,NO,NO,NO
