Symbol,Sector
EMCURE.NS,Pharmaceuticals & Biotechnology
EMIL.NS,Retailing
EMKAY.NS,Capital Markets
EMKAYTOOLS.NS,Industrial Manufacturing
EMMBI.NS,Industrial Products
EMMIL.NS,Industrial Manufacturing
EMMVEE.NS,Electrical Equipment
EMSLIMITED.NS,Other Utilities
EMUDHRA.NS,IT - Services
ENCOMPAS.NS,Commercial Services & Supplies
ENDURANCE.NS,Auto Components
ENERGYDEV.NS,Power
ENFUSE.NS,IT - Services
ENGINERSIN.NS,Construction
ENIL.NS,Entertainment
ENRIN.NS,Electrical Equipment
ENSER.NS,IT - Services
ENTERO.NS,Retailing
ENVIRO.NS,Industrial Products
EPACK.NS,Consumer Durables
EPACKPEB.NS,Industrial Manufacturing
EPIGRAL.NS,Chemicals & Petrochemicals
EPL.NS,Industrial Products
EPWINDIA.NS,IT - Hardware
EQUIPPP.NS,IT - Software
EQUITASBNK.NS,Banks
ERIS.NS,Pharmaceuticals & Biotechnology
ESABINDIA.NS,Industrial Products
ESAFSFB.NS,Banks
ESCONET.NS,IT - Hardware
ESCORTS.NS,"Agricultural, Commercial & Construction Vehicles"
ESFL.NS,Consumer Durables
ESPRIT.NS,Consumer Durables
ESSARSHPNG.NS,Transport Services
ESSENTIA.NS,Commercial Services & Supplies
ESTER.NS,Industrial Products
ETERNAL.NS,Retailing
ETHOSLTD.NS,Consumer Durables
ETL.NS,Industrial Manufacturing
ETML.NS,Auto Components
EUREKAFORB.NS,Consumer Durables
EUROBOND.NS,Industrial Products
EUROPRATIK.NS,Consumer Durables
EUROTEXIND.NS,Textiles & Apparels
EVEREADY.NS,Household Products
EVERESTIND.NS,Other Construction Materials
EXCELINDUS.NS,Chemicals & Petrochemicals
EXCELLENT.NS,Industrial Products
EXCELSOFT.NS,IT - Services
EXICOM.NS,Electrical Equipment
EXIDEIND.NS,Auto Components
EXIMROUTES.NS,"Paper, Forest & Jute Products"
EXPLEOSOL.NS,IT - Services
EXXARO.NS,Consumer Durables
FAALCON.NS,Industrial Manufacturing
FABTECH.NS,Healthcare Services
FACT.NS,Fertilizers & Agrochemicals
FAIRCHEMOR.NS,Chemicals & Petrochemicals
FALCONTECH.NS,Commercial Services & Supplies
FAZE3Q.NS,Textiles & Apparels
FCL.NS,Chemicals & Petrochemicals
FCONSUMER.NS,Retailing
FCSSOFT.NS,IT - Services
FDC.NS,Pharmaceuticals & Biotechnology
FEDERALBNK.NS,Banks
FEDFINA.NS,Finance
FEL.NS,Retailing
FELDVR.NS,Retailing
FELIX.NS,Other Utilities
FIBERWEB.NS,Textiles & Apparels
FIDEL.NS,IT - Software
FIEMIND.NS,Auto Components
FILATEX.NS,Textiles & Apparels
FILATFASH.NS,Textiles & Apparels
FINBUD.NS,Financial Technology (Fintech)
FINCABLES.NS,Industrial Products
FINEORG.NS,Chemicals & Petrochemicals
FINKURVE.NS,Finance
FINOPB.NS,Banks
FINPIPE.NS,Industrial Products
FIRSTCRY.NS,Retailing
FISCHER.NS,Healthcare Equipment & Supplies
FIVESTAR.NS,Finance
FLAIR.NS,Household Products
FLEXITUFF.NS,Textiles & Apparels
FLFL.NS,Retailing
FLUOROCHEM.NS,Chemicals & Petrochemicals
FLYSBS.NS,Transport Services
FMGOETZE.NS,Auto Components
FMNL.NS,Commercial Services & Supplies
FOCE.NS,Consumer Durables
FOCUS.NS,Consumer Durables
FONEBOX.NS,Retailing
FOODSIN.NS,Food Products
FORCAS.NS,Textiles & Apparels
FORCEMOT.NS,Automobiles
FORGEAUTO.NS,Auto Components
FORTIS.NS,Healthcare Services
FOSECOIND.NS,Chemicals & Petrochemicals
FRACTAL.NS,IT - Software
FRESHARA.NS,Food Products
FROG.NS,Telecom - Equipment & Accessories
FSL.NS,Commercial Services & Supplies
FUSION.NS,Finance
FWSTC.NS,Other Consumer Services
GABRIEL.NS,Auto Components
GAEL.NS,Agricultural Food & other Products
GAIL.NS,Gas
GAJANAND.NS,Textiles & Apparels
GALAPREC.NS,Industrial Manufacturing
GALAXYSURF.NS,Chemicals & Petrochemicals
GALLANTT.NS,Industrial Products
GANDHAR.NS,Petroleum Products
GANDHITUBE.NS,Industrial Products
GANECOS.NS,Textiles & Apparels
GANESHBE.NS,Oil
GANESHCP.NS,Food Products
GANESHHOU.NS,Realty
GANESHIN.NS,Construction
GANGABATH.NS,Consumer Durables
GANGAFORGE.NS,Industrial Products
GANGESSECU.NS,Agricultural Food & other Products
GARFIBRES.NS,Textiles & Apparels
GARUDA.NS,Construction
GATECH.NS,Finance
GATECHDVR.NS,Finance
GATEWAY.NS,Transport Services
GAUDIUMIVF.NS,Healthcare Services
GAYAHWS.NS,Transport Infrastructure
GAYAPROJ.NS,Construction
GCHOTELS.NS,Leisure Services
GCSL.NS,Capital Markets
GEECEE.NS,Realty
GEEKAYWIRE.NS,Industrial Products
GEMAROMA.NS,Chemicals & Petrochemicals
GENCON.NS,Realty
GENESYS.NS,IT - Services
GENSOL.NS,Electrical Equipment
GENUSPAPER.NS,"Paper, Forest & Jute Products"
GENUSPOWER.NS,Electrical Equipment
GEOJITFSL.NS,Capital Markets
GESHIP.NS,Transport Services
GFLLIMITED.NS,Finance
GFSTEELS.NS,Industrial Products
GGBL.NS,Electrical Equipment
GHCL.NS,Chemicals & Petrochemicals
GHCLTEXTIL.NS,Textiles & Apparels
GICHSGFIN.NS,Finance
GICL.NS,Transport Services
GICRE.NS,Insurance
GILLANDERS.NS,Agricultural Food & other Products
GILLETTE.NS,Personal Products
GINNIFILA.NS,Textiles & Apparels
GIPCL.NS,Power
GIRIRAJ.NS,Construction
GJL.NS,Consumer Durables
GKENERGY.NS,Construction
GKSL.NS,Healthcare Services
GKWLIMITED.NS,Finance
GLAND.NS,Pharmaceuticals & Biotechnology
GLAXO.NS,Pharmaceuticals & Biotechnology
GLENMARK.NS,Pharmaceuticals & Biotechnology
GLFL.NS,Finance
GLOBAL.NS,Other Consumer Services
GLOBALE.NS,Textiles & Apparels
GLOBALPET.NS,Industrial Manufacturing
GLOBALVECT.NS,Transport Services
GLOBE.NS,Textiles & Apparels
GLOBECIVIL.NS,Construction
GLOBUSSPR.NS,Beverages
GLOSTERLTD.NS,"Paper, Forest & Jute Products"
GLOTTIS.NS,Transport Services
GMBREW.NS,Beverages
GMDCLTD.NS,Minerals & Mining
GML.NS,Healthcare Equipment & Supplies
GMMPFAUDLR.NS,Industrial Manufacturing
GMRAIRPORT.NS,Transport Infrastructure
GMRP&UI.NS,Power
GNA.NS,Auto Components
GNFC.NS,Chemicals & Petrochemicals
GOACARBON.NS,Minerals & Mining
GOCLCORP.NS,Chemicals & Petrochemicals
GOCOLORS.NS,Retailing
GODAVARIB.NS,Diversified FMCG
GODFRYPHLP.NS,Cigarettes & Tobacco Products
GODIGIT.NS,Insurance
GODREJAGRO.NS,Food Products
GODREJCP.NS,Personal Products
GODREJIND.NS,Diversified
GODREJPROP.NS,Realty
GOKEX.NS,Textiles & Apparels
GOKUL.NS,Agricultural Food & other Products
GOKULAGRO.NS,Agricultural Food & other Products
GOLDENTOBC.NS,Realty
GOLDIAM.NS,Consumer Durables
GOLDKART.NS,Consumer Durables
GOLDSTAR.NS,Auto Components
GOLDTECH.NS,IT - Software
GOODLUCK.NS,Industrial Products
GOODYEAR.NS,Auto Components
GOPAL.NS,Food Products
GOYALALUM.NS,Commercial Services & Supplies
GOYALSALT.NS,Food Products
GPECO.NS,Electrical Equipment
GPIL.NS,Industrial Products
GPPL.NS,Transport Infrastructure
GPTHEALTH.NS,Healthcare Services
GPTINFRA.NS,Construction
GRANULES.NS,Pharmaceuticals & Biotechnology
GRAPHISAD.NS,Media
GRAPHITE.NS,Industrial Products
GRASIM.NS,Cement & Cement Products
GRAUWEIL.NS,Chemicals & Petrochemicals
GRAVITA.NS,Minerals & Mining
GRCL.NS,Industrial Products
GREAVESCOT.NS,Industrial Products
GREENCHEF.NS,Consumer Durables
GREENLAM.NS,Consumer Durables
GREENLEAF.NS,Other Utilities
GREENPANEL.NS,Consumer Durables
GREENPLY.NS,Consumer Durables
GREENPOWER.NS,Power
GRETEX.NS,Entertainment
GRINDWELL.NS,Industrial Products
GRINFRA.NS,Construction
GRMOVER.NS,Agricultural Food & other Products
GROBTEA.NS,Agricultural Food & other Products
GROWW.NS,Capital Markets
GRPLTD.NS,Industrial Products
GRSE.NS,Aerospace & Defense
GRWRHITECH.NS,Industrial Products
GSFC.NS,Fertilizers & Agrochemicals
GSLSU.NS,Consumer Durables
GSMFOILS.NS,Industrial Products
GSPCROP.NS,Fertilizers & Agrochemicals
GSPL.NS,Gas
GSS.NS,IT - Services
GSTL.NS,IT - Services
GTECJAINX.NS,Other Consumer Services
GTL.NS,Telecom - Services
GTLINFRA.NS,Telecom - Services
GTPL.NS,Entertainment
GUFICBIO.NS,Pharmaceuticals & Biotechnology
GUJALKALI.NS,Chemicals & Petrochemicals
GUJAPOLLO.NS,Industrial Manufacturing
GUJGASLTD.NS,Gas
GUJRAFFIA.NS,Industrial Products
GUJTHEM.NS,Pharmaceuticals & Biotechnology
GULFOILLUB.NS,Petroleum Products
GULFPETRO.NS,Petroleum Products
GULPOLY.NS,Agricultural Food & other Products
GURUNANAK.NS,"Agricultural, Commercial & Construction Vehicles"
GVKPIL.NS,Construction
GVPIL.NS,Electrical Equipment
GVPTECH.NS,IT - Software
GVT&D.NS,Electrical Equipment
HAL.NS,Aerospace & Defense
HALDER.NS,Agricultural Food & other Products
HALEOSLABS.NS,Pharmaceuticals & Biotechnology
HAPPSTMNDS.NS,IT - Software
HAPPYFORGE.NS,Industrial Products
HARDWYN.NS,Consumer Durables
HARIOMPIPE.NS,Industrial Products
HARRMALAYA.NS,Industrial Products
HARSHA.NS,Industrial Products
HATHWAY.NS,Entertainment
HATSUN.NS,Food Products
HAVELLS.NS,Consumer Durables
HAVISHA.NS,Leisure Services
HBLENGINE.NS,Industrial Products
HBSL.NS,Finance
HCC.NS,Construction
HCG.NS,Healthcare Services
HCL-INSYS.NS,IT - Hardware
HCLTECH.NS,IT - Software
HDBFS.NS,Finance
HDFCAMC.NS,Capital Markets
HDFCBANK.NS,Banks
HDFCLIFE.NS,Insurance
HDIL.NS,Realty
HEADSUP.NS,Textiles & Apparels
HECPROJECT.NS,Construction
HEG.NS,Industrial Products
HEIDELBERG.NS,Cement & Cement Products
HEMIPROP.NS,Commercial Services & Supplies
HERANBA.NS,Fertilizers & Agrochemicals
HERCULES.NS,Industrial Manufacturing
HERITGFOOD.NS,Food Products
HEROMOTOCO.NS,Automobiles
HESTERBIO.NS,Pharmaceuticals & Biotechnology
HEXATRADEX.NS,Finance
HEXT.NS,IT - Software
HFCL.NS,Telecom - Services
HGINFRA.NS,Construction
HGM.NS,IT - Services
HGS.NS,Commercial Services & Supplies
HIGREEN.NS,Other Utilities
HIKAL.NS,Pharmaceuticals & Biotechnology
HILINFRA.NS,Transport Infrastructure
HILTON.NS,Industrial Products
HIMATSEIDE.NS,Textiles & Apparels
HINDALCO.NS,Non - Ferrous Metals
HINDCOMPOS.NS,Auto Components
HINDCON.NS,Chemicals & Petrochemicals
HINDCOPPER.NS,Non - Ferrous Metals
HINDMOTORS.NS,Automobiles
HINDOILEXP.NS,Oil
HINDPETRO.NS,Petroleum Products
HINDUNILVR.NS,Diversified FMCG
HINDWAREAP.NS,Consumer Durables
HINDZINC.NS,Non - Ferrous Metals
HIRECT.NS,Industrial Manufacturing
HISARMETAL.NS,Industrial Products
HITECH.NS,Industrial Products
HITECHCORP.NS,Industrial Products
HITECHGEAR.NS,Auto Components
HLEGLAS.NS,Industrial Manufacturing
HLVLTD.NS,Leisure Services
HMAAGRO.NS,Food Products
HMT.NS,Industrial Manufacturing
HMVL.NS,Media
HNDFDS.NS,Diversified FMCG
HOACFOODS.NS,Food Products
HOLMARC.NS,Industrial Products
HOMEFIRST.NS,Finance
HOMESFY.NS,Realty
HONASA.NS,Personal Products
HONAUT.NS,Industrial Manufacturing
HONDAPOWER.NS,Industrial Manufacturing
HPAL.NS,Chemicals & Petrochemicals
HPIL.NS,Chemicals & Petrochemicals
HPL.NS,Industrial Manufacturing
HPTL.NS,Commercial Services & Supplies
HRHNEXT.NS,Commercial Services & Supplies
HSCL.NS,Chemicals & Petrochemicals
HTMEDIA.NS,Media
HUBTOWN.NS,Realty
HUDCO.NS,Finance
HUHTAMAKI.NS,Industrial Products
HVAX.NS,Construction
HYBRIDFIN.NS,Capital Markets
HYUNDAI.NS,Automobiles
IBLFL.NS,Finance
IBULLSLTD.NS,Commercial Services & Supplies
ICDSLTD.NS,Commercial Services & Supplies
ICEMAKE.NS,Industrial Manufacturing
ICICIAMC.NS,Capital Markets
ICICIBANK.NS,Banks
ICICIGI.NS,Insurance
ICICIPRULI.NS,Insurance
ICIL.NS,Textiles & Apparels
ICRA.NS,Capital Markets
IDBI.NS,Banks
IDEA.NS,Telecom - Services
IDEAFORGE.NS,Aerospace & Defense
IDEALTECHO.NS,Industrial Products
IDENTICAL.NS,Entertainment
IDFCFIRSTB.NS,Banks
IEML.NS,Chemicals & Petrochemicals
IEX.NS,Capital Markets
IFBAGRO.NS,Beverages
IFBIND.NS,Consumer Durables
IFCI.NS,Finance
IFGLEXPOR.NS,Industrial Products
IGARASHI.NS,Auto Components
IGCL.NS,Fertilizers & Agrochemicals
IGIL.NS,Commercial Services & Supplies
IGL.NS,Gas
IGPL.NS,Chemicals & Petrochemicals
IIFL.NS,Finance
IIFLCAPS.NS,Capital Markets
IITL.NS,Finance
IKIO.NS,Consumer Durables
IKS.NS,IT - Services
IL&FSENGG.NS,Construction
IL&FSTRANS.NS,Construction
IMAGICAA.NS,Leisure Services
IMFA.NS,Ferrous Metals
IMPAL.NS,Auto Components
IMPEXFERRO.NS,Ferrous Metals
INA.NS,Power
INCREDIBLE.NS,Industrial Products
INDBANK.NS,Capital Markets
INDGN.NS,Healthcare Services
INDHOTEL.NS,Leisure Services
INDIACEM.NS,Cement & Cement Products
INDIAGLYCO.NS,Beverages
INDIAMART.NS,Retailing
INDIANB.NS,Banks
INDIANCARD.NS,Textiles & Apparels
INDIANHUME.NS,Industrial Manufacturing
INDIASHLTR.NS,Finance
INDIFRA.NS,Gas
INDIGO.NS,Transport Services
INDIGOPNTS.NS,Consumer Durables
INDIGRID.NS,Power
INDIQUBE.NS,Commercial Services & Supplies
INDNIPPON.NS,Auto Components
INDOAMIN.NS,Chemicals & Petrochemicals
INDOBORAX.NS,Chemicals & Petrochemicals
INDOCO.NS,Pharmaceuticals & Biotechnology
INDOFARM.NS,"Agricultural, Commercial & Construction Vehicles"
INDORAMA.NS,Textiles & Apparels
INDOSTAR.NS,Finance
INDOTECH.NS,Electrical Equipment
INDOTHAI.NS,Capital Markets
INDOUS.NS,Agricultural Food & other Products
INDOWIND.NS,Power
INDRAMEDCO.NS,Healthcare Services
INDSWFTLAB.NS,Pharmaceuticals & Biotechnology
INDTERRAIN.NS,Textiles & Apparels
INDUSINDBK.NS,Banks
INDUSINVIT.NS,Transport Infrastructure
INDUSTOWER.NS,Telecom - Services
INFINIUM.NS,Pharmaceuticals & Biotechnology
INFLUX.NS,Pharmaceuticals & Biotechnology
INFOBEAN.NS,IT - Software
INFOLLION.NS,Commercial Services & Supplies
INFOMEDIA.NS,Printing & Publication
INFY.NS,IT - Software
INGERRAND.NS,Industrial Products
INM.NS,Consumer Durables
INNOMET.NS,Diversified Metals
INNOVACAP.NS,Pharmaceuticals & Biotechnology
INNOVANA.NS,IT - Software
INNOVISION.NS,Transport Infrastructure
INOXGREEN.NS,Power
INOXINDIA.NS,Industrial Products
INOXWIND.NS,Electrical Equipment
INSECTICID.NS,Fertilizers & Agrochemicals
INSPIRE.NS,Entertainment
INSPIRISYS.NS,IT - Services
INTEGRITY.NS,Construction
INTELLECT.NS,IT - Software
INTENTECH.NS,IT - Services
INTERARCH.NS,Construction
INTLCONV.NS,Industrial Manufacturing
INVENTURE.NS,Capital Markets
INVICTA.NS,Healthcare Services
IOB.NS,Banks
IOC.NS,Petroleum Products
IOLCP.NS,Pharmaceuticals & Biotechnology
IONEXCHANG.NS,Other Utilities
IPCALAB.NS,Pharmaceuticals & Biotechnology
IPHL.NS,Chemicals & Petrochemicals
IPL.NS,Fertilizers & Agrochemicals
IPSL.NS,Commercial Services & Supplies
IRB.NS,Construction
IRBINVIT.NS,Transport Infrastructure
IRCON.NS,Construction
IRCTC.NS,Leisure Services
IREDA.NS,Finance
IRFC.NS,Finance
IRIS.NS,IT - Software
IRISDOREME.NS,Textiles & Apparels
IRMENERGY.NS,Gas
ISFT.NS,Retailing
ISGEC.NS,Construction
ISHAN.NS,Industrial Manufacturing
ISHANCH.NS,Chemicals & Petrochemicals
ITALIANE.NS,Food Products
ITC.NS,Diversified FMCG
ITCHOTELS.NS,Leisure Services
ITDC.NS,Leisure Services
ITI.NS,Telecom - Equipment & Accessories
ITTL.NS,Auto Components
IVALUE.NS,IT - Services
IVC.NS,Capital Markets
IVP.NS,Chemicals & Petrochemicals
IWARE.NS,Transport Services
IXIGO.NS,Leisure Services
IZMO.NS,IT - Services
J&KBANK.NS,Banks
JAGRAN.NS,Media
JAGSNPHARM.NS,Pharmaceuticals & Biotechnology
JAIBALAJI.NS,Ferrous Metals
JAICORPLTD.NS,Industrial Products
JAINAM.NS,Ferrous Metals
JAINIK.NS,Non - Ferrous Metals
JAINREC.NS,Diversified Metals
JAIPURKURT.NS,Textiles & Apparels
JALAN.NS,Transport Services
JAMNAAUTO.NS,Auto Components
JARO.NS,Other Consumer Services
JASH.NS,Industrial Manufacturing
JAYAGROGN.NS,Chemicals & Petrochemicals
JAYBARMARU.NS,Auto Components
JAYBEE.NS,Industrial Products
JAYESH.NS,Transport Services
JAYKAY.NS,Aerospace & Defense
JAYNECOIND.NS,Industrial Products
JAYSREETEA.NS,Agricultural Food & other Products
JBCHEPHARM.NS,Pharmaceuticals & Biotechnology
JBMA.NS,Auto Components
JETFREIGHT.NS,Transport Services
JEYYAM.NS,Food Products
JFLLIFE.NS,Pharmaceuticals & Biotechnology
JGCHEM.NS,Chemicals & Petrochemicals
JHS.NS,Personal Products
JINDALPHOT.NS,Finance
JINDALPOLY.NS,Industrial Products
JINDALSAW.NS,Industrial Products
JINDALSTEL.NS,Ferrous Metals
JINDRILL.NS,Oil
JINDWORLD.NS,Textiles & Apparels
JIOFIN.NS,Finance
JISLDVREQS.NS,Industrial Products
JISLJALEQS.NS,Industrial Products
JITFINFRA.NS,Other Utilities
JIWANRAM.NS,Industrial Products
JKCEMENT.NS,Cement & Cement Products
JKIL.NS,Construction
JKIPL.NS,"Agricultural, Commercial & Construction Vehicles"
JKLAKSHMI.NS,Cement & Cement Products
JKPAPER.NS,"Paper, Forest & Jute Products"
JKTYRE.NS,Auto Components
JLHL.NS,Healthcare Services
JMA.NS,Auto Components
JMFINANCIL.NS,Finance
JNKINDIA.NS,Industrial Manufacturing
JOCIL.NS,Chemicals & Petrochemicals
JPASSOCIAT.NS,Construction
JPOLYINVST.NS,Finance
JPPOWER.NS,Power
JSFB.NS,Banks
JSL.NS,Ferrous Metals
JSLL.NS,Pharmaceuticals & Biotechnology
JSWCEMENT.NS,Cement & Cement Products
JSWENERGY.NS,Power
JSWHL.NS,Finance
JSWINFRA.NS,Transport Infrastructure
JSWSTEEL.NS,Ferrous Metals
JTEKTINDIA.NS,Auto Components
JTLIND.NS,Industrial Products
JUBLCPL.NS,Chemicals & Petrochemicals
JUBLFOOD.NS,Leisure Services
JUBLINGREA.NS,Chemicals & Petrochemicals
JUBLPHARMA.NS,Pharmaceuticals & Biotechnology
JUNIPER.NS,Leisure Services
JUSTDIAL.NS,Retailing
JWL.NS,Industrial Manufacturing
JYOTHYLAB.NS,Household Products
JYOTICNC.NS,Industrial Manufacturing
JYOTIGLOBL.NS,Industrial Products
JYOTISTRUC.NS,Electrical Equipment
K2INFRA.NS,Construction
KABRAEXTRU.NS,Industrial Manufacturing
KAJARIACER.NS,Consumer Durables
KAKATCEM.NS,Cement & Cement Products
KALAMANDIR.NS,Retailing
KALANA.NS,Industrial Products
KALPATARU.NS,Realty
KALYANIFRG.NS,Industrial Products
KALYANKJIL.NS,Consumer Durables
KAMATHOTEL.NS,Leisure Services
KAMDHENU.NS,Industrial Products
KAMOPAINTS.NS,Consumer Durables
KANANIIND.NS,Consumer Durables
KANDARP.NS,Commercial Services & Supplies
KANORICHEM.NS,Industrial Manufacturing
KANPRPLA.NS,Industrial Products
KANSAINER.NS,Consumer Durables
KAPSTON.NS,Commercial Services & Supplies
KARMAENG.NS,Power
KARNIKA.NS,Textiles & Apparels
KARURVYSYA.NS,Banks
KATARIA.NS,Industrial Manufacturing
KAUSHALYA.NS,Leisure Services
KAVDEFENCE.NS,Telecom - Equipment & Accessories
KAYA.NS,Leisure Services
KAYNES.NS,Industrial Manufacturing
KAYTEX.NS,Textiles & Apparels
KCEIL.NS,Construction
KCK.NS,Agricultural Food & other Products
KCP.NS,Cement & Cement Products
KCPSUGIND.NS,Agricultural Food & other Products
KDDL.NS,Consumer Durables
KDL.NS,Telecom - Services
KEC.NS,Construction
KECL.NS,Electrical Equipment
KEEPLEARN.NS,Other Consumer Services
KEI.NS,Industrial Products
KEL.NS,Consumer Durables
KELLTONTEC.NS,IT - Services
KEN.NS,Textiles & Apparels
KENNAMET.NS,Industrial Manufacturing
KERNEX.NS,Transport Services
KESORAMIND.NS,Cement & Cement Products
KEYFINSERV.NS,Capital Markets
KFINTECH.NS,Capital Markets
KHADIM.NS,Consumer Durables
KHAICHEM.NS,Fertilizers & Agrochemicals
KHAITANLTD.NS,Consumer Durables
KHANDSE.NS,Capital Markets
KHFM.NS,Commercial Services & Supplies
KICL.NS,Finance
KILITCH.NS,Pharmaceuticals & Biotechnology
KIMS.NS,Healthcare Services
KINGFA.NS,Industrial Products
KIOCL.NS,Ferrous Metals
KIRIINDUS.NS,Chemicals & Petrochemicals
KIRLFER.NS,Ferrous Metals
KIRLOSBROS.NS,Industrial Products
KIRLOSENG.NS,Industrial Products
KIRLOSIND.NS,Industrial Products
KIRLPNU.NS,Industrial Products
KITEX.NS,Textiles & Apparels
KKCL.NS,Textiles & Apparels
KKJEWELS.NS,Consumer Durables
KKVAPOW.NS,Consumer Durables
KLL.NS,Retailing
KMEW.NS,Engineering Services
KMSUGAR.NS,Agricultural Food & other Products
KNAGRI.NS,Agricultural Food & other Products
KNRCON.NS,Construction
KODYTECH.NS,IT - Software
KOHINOOR.NS,Agricultural Food & other Products
KOKUYOCMLN.NS,Household Products
KOLTEPATIL.NS,Realty
KONSTELEC.NS,Construction
KONTOR.NS,Commercial Services & Supplies
KOPRAN.NS,Pharmaceuticals & Biotechnology
KORE.NS,Retailing
KOTAKBANK.NS,Banks
KOTARISUG.NS,Agricultural Food & other Products
KOTHARIPET.NS,Chemicals & Petrochemicals
KOTHARIPRO.NS,Commercial Services & Supplies
KOTYARK.NS,Petroleum Products
KOVAI.NS,Healthcare Services
KPEL.NS,Power
KPIGREEN.NS,Power
KPIL.NS,Construction
KPITTECH.NS,IT - Software
KPRMILL.NS,Textiles & Apparels
KRBL.NS,Agricultural Food & other Products
KREBSBIO.NS,Pharmaceuticals & Biotechnology
KRIDHANINF.NS,Construction
KRISHANA.NS,Fertilizers & Agrochemicals
KRISHCA.NS,Industrial Products
KRISHIVAL.NS,Food Products
KRISHNADEF.NS,Aerospace & Defense
KRISNAFILA.NS,Industrial Products
KRITI.NS,Industrial Products
KRITIKA.NS,Industrial Products
KRITINUT.NS,Agricultural Food & other Products
KRMAYURVED.NS,Pharmaceuticals & Biotechnology
KRN.NS,Industrial Products
KRONOX.NS,Chemicals & Petrochemicals
KROSS.NS,Auto Components
KRSNAA.NS,Healthcare Services
KRT.NS,Realty
KRYSTAL.NS,Commercial Services & Supplies
KSB.NS,Industrial Products
KSCL.NS,Agricultural Food & other Products
KSHINTL.NS,Industrial Products
KSHITIJPOL.NS,Chemicals & Petrochemicals
KSL.NS,Industrial Products
KSOLVES.NS,IT - Software
KSR.NS,Commercial Services & Supplies
KTKBANK.NS,Banks
KUANTUM.NS,"Paper, Forest & Jute Products"
KWIL.NS,Food Products
LAGNAM.NS,Textiles & Apparels
LAKPRE.NS,Auto Components
LAKSHYA.NS,Construction
LAL.NS,Textiles & Apparels
LALPATHLAB.NS,Healthcare Services
LAMBODHARA.NS,Textiles & Apparels
LAMOSAIC.NS,Consumer Durables
LANCER.NS,Transport Services
LANCORHOL.NS,Realty
LANDMARK.NS,Automobiles
LANDSMILL.NS,Commercial Services & Supplies
LAOPALA.NS,Consumer Durables
LASA.NS,Pharmaceuticals & Biotechnology
LATENTVIEW.NS,IT - Software
LATTEYS.NS,Industrial Products
LAURUSLABS.NS,Pharmaceuticals & Biotechnology
LAXMICOT.NS,Textiles & Apparels
LAXMIDENTL.NS,Healthcare Equipment & Supplies
LAXMIINDIA.NS,Finance
LCCINFOTEC.NS,Other Consumer Services
LEMERITE.NS,Textiles & Apparels
LEMONTREE.NS,Leisure Services
LENSKART.NS,Retailing
LEXUS.NS,Consumer Durables
LFIC.NS,Finance
LGBBROSLTD.NS,Auto Components
LGEINDIA.NS,Consumer Durables
LGHL.NS,Consumer Durables
LIBAS.NS,Textiles & Apparels
LIBERTSHOE.NS,Consumer Durables
LICHSGFIN.NS,Finance
LICI.NS,Insurance
LIKHITHA.NS,Construction
LINC.NS,Household Products
LINCOLN.NS,Pharmaceuticals & Biotechnology
LINDEINDIA.NS,Chemicals & Petrochemicals
LLOYDS.NS,Leisure Services
LLOYDSENGG.NS,Industrial Manufacturing
LLOYDSENT.NS,Metals & Minerals Trading
LLOYDSME.NS,Minerals & Mining
LMW.NS,Industrial Manufacturing
LODHA.NS,Realty
LOKESHMACH.NS,Industrial Manufacturing
LORDSCHLO.NS,Chemicals & Petrochemicals
LOTUSDEV.NS,Realty
LOTUSEYE.NS,Healthcare Services
LOVABLE.NS,Textiles & Apparels
LOYALTEX.NS,Textiles & Apparels
LPDC.NS,Realty
LRRPL.NS,Industrial Products
LT.NS,Construction
LTF.NS,Finance
LTFOODS.NS,Agricultural Food & other Products
LTM.NS,IT - Software
LTTS.NS,IT - Services
LUMAXIND.NS,Auto Components
LUMAXTECH.NS,Auto Components
LUPIN.NS,Pharmaceuticals & Biotechnology
LUXIND.NS,Textiles & Apparels
LXCHEM.NS,Chemicals & Petrochemicals
LYKALABS.NS,Pharmaceuticals & Biotechnology
LYPSAGEMS.NS,Consumer Durables
M&M.NS,Automobiles
M&MFIN.NS,Finance
MAANALU.NS,Non - Ferrous Metals
MACOBSTECH.NS,Personal Products
MACPOWER.NS,Industrial Manufacturing
MADHAV.NS,Consumer Durables
MADHAVBAUG.NS,Healthcare Equipment & Supplies
MADHUCON.NS,Construction
MADHUSUDAN.NS,Food Products
MADRASFERT.NS,Fertilizers & Agrochemicals
MAGADSUGAR.NS,Agricultural Food & other Products
MAGNUM.NS,"Paper, Forest & Jute Products"
MAGSON.NS,Food Products
MAHABANK.NS,Banks
MAHAPEXLTD.NS,Finance
MAHASTEEL.NS,Industrial Products
MAHEPC.NS,Industrial Manufacturing
MAHESHWARI.NS,Diversified
MAHICKRA.NS,Chemicals & Petrochemicals
MAHLIFE.NS,Realty
MAHLOG.NS,Transport Services
MAHSCOOTER.NS,Finance
MAHSEAMLES.NS,Industrial Products
MAITHANALL.NS,Ferrous Metals
MAITREYA.NS,Healthcare Services
MAKS.NS,Industrial Products
MAL.NS,Industrial Products
MALLCOM.NS,Industrial Products
MALUPAPER.NS,"Paper, Forest & Jute Products"
MAMATA.NS,Industrial Manufacturing
MANAKALUCO.NS,Non - Ferrous Metals
MANAKCOAT.NS,Industrial Products
MANAKSIA.NS,Industrial Products
